ilx,label,definition,comment,type,status,synonyms,existing_ids,superclasses,ancestors,relationships,annotations,ontologies
ilx_0775678,Muscularis mucosae of duodenum (TermSet),,,TermSet,0,[],"[{'curie': 'ILX:0775678', 'iri': 'http://uri.interlex.org/base/ilx_0775678', 'preferred': '1'}]",[],[],[],"[{'term_ilx': 'ilx_0775678', 'term_label': 'Muscularis mucosae of duodenum (TermSet)', 'annotation_term_ilx': 'ilx_0381360', 'annotation_term_label': 'hasDbXref', 'value': 'http://purl.org/sig/ont/fma/fma15059'}, {'term_ilx': 'ilx_0775678', 'term_label': 'Muscularis mucosae of duodenum (TermSet)', 'annotation_term_ilx': 'ilx_0381360', 'annotation_term_label': 'hasDbXref', 'value': 'http://purl.obolibrary.org/obo/UBERON_0012494'}]",[]
ilx_0775686,lower leg nerve (TermSet),,,TermSet,0,[],"[{'curie': 'ILX:0775686', 'iri': 'http://uri.interlex.org/base/ilx_0775686', 'preferred': '1'}]",[],[],[],"[{'term_ilx': 'ilx_0775686', 'term_label': 'lower leg nerve (TermSet)', 'annotation_term_ilx': 'ilx_0381360', 'annotation_term_label': 'hasDbXref', 'value': 'http://purl.obolibrary.org/obo/UBERON_0004218'}]",[]
ilx_0775893,lamina V of gray matter of spinal cord (TermSet),,,TermSet,0,[],"[{'curie': 'ILX:0775893', 'iri': 'http://uri.interlex.org/base/ilx_0775893', 'preferred': '1'}]",[],[],[],"[{'term_ilx': 'ilx_0775893', 'term_label': 'lamina V of gray matter of spinal cord (TermSet)', 'annotation_term_ilx': 'ilx_0381360', 'annotation_term_label': 'hasDbXref', 'value': 'http://purl.obolibrary.org/obo/UBERON_0016576'}, {'term_ilx': 'ilx_0775893', 'term_label': 'lamina V of gray matter of spinal cord (TermSet)', 'annotation_term_ilx': 'ilx_0381360', 'annotation_term_label': 'hasDbXref', 'value': 'http://purl.org/sig/ont/fma/fma68866'}]",[]
ilx_0775899,dorsal acoustic stria (TermSet),,,TermSet,0,[],"[{'curie': 'ILX:0775899', 'iri': 'http://uri.interlex.org/base/ilx_0775899', 'preferred': '1'}]",[],[],[],"[{'term_ilx': 'ilx_0775899', 'term_label': 'dorsal acoustic stria (TermSet)', 'annotation_term_ilx': 'ilx_0381360', 'annotation_term_label': 'hasDbXref', 'value': 'http://purl.obolibrary.org/obo/UBERON_0002790'}, {'term_ilx': 'ilx_0775899', 'term_label': 'dorsal acoustic stria (TermSet)', 'annotation_term_ilx': 'ilx_0381360', 'annotation_term_label': 'hasDbXref', 'value': 'http://uri.neuinfo.org/nif/nifstd/birnlex_1698'}, {'term_ilx': 'ilx_0775899', 'term_label': 'dorsal acoustic stria (TermSet)', 'annotation_term_ilx': 'ilx_0381360', 'annotation_term_label': 'hasDbXref', 'value': 'http://uri.interlex.org/paxinos/uris/rat/labels/228'}, {'term_ilx': 'ilx_0775899', 'term_label': 'dorsal acoustic stria (TermSet)', 'annotation_term_ilx': 'ilx_0381360', 'annotation_term_label': 'hasDbXref', 'value': 'http://purl.org/sig/ont/fma/fma72496'}, {'term_ilx': 'ilx_0775899', 'term_label': 'dorsal acoustic stria (TermSet)', 'annotation_term_ilx': 'ilx_0381360', 'annotation_term_label': 'hasDbXref', 'value': 'http://api.brain-map.org/api/v2/data/Structure/506'}, {'term_ilx': 'ilx_0775899', 'term_label': 'dorsal acoustic stria (TermSet)', 'annotation_term_ilx': 'ilx_0381360', 'annotation_term_label': 'hasDbXref', 'value': 'http://uri.interlex.org/paxinos/uris/mouse/labels/212'}]",[]
ilx_0776117,Medial lemniscus of medulla (TermSet),,,TermSet,0,[],"[{'curie': 'ILX:0776117', 'iri': 'http://uri.interlex.org/base/ilx_0776117', 'preferred': '1'}]",[],[],[],"[{'term_ilx': 'ilx_0776117', 'term_label': 'Medial lemniscus of medulla (TermSet)', 'annotation_term_ilx': 'ilx_0381360', 'annotation_term_label': 'hasDbXref', 'value': 'http://purl.obolibrary.org/obo/UBERON_0002748'}, {'term_ilx': 'ilx_0776117', 'term_label': 'Medial lemniscus of medulla (TermSet)', 'annotation_term_ilx': 'ilx_0381360', 'annotation_term_label': 'hasDbXref', 'value': 'http://uri.neuinfo.org/nif/nifstd/birnlex_1570'}, {'term_ilx': 'ilx_0776117', 'term_label': 'Medial lemniscus of medulla (TermSet)', 'annotation_term_ilx': 'ilx_0381360', 'annotation_term_label': 'hasDbXref', 'value': 'http://purl.org/sig/ont/fma/fma72621'}]",[]
ilx_0776147,Lacteal (TermSet),,,TermSet,0,[],"[{'curie': 'ILX:0776147', 'iri': 'http://uri.interlex.org/base/ilx_0776147', 'preferred': '1'}]",[],[],[],"[{'term_ilx': 'ilx_0776147', 'term_label': 'Lacteal (TermSet)', 'annotation_term_ilx': 'ilx_0381360', 'annotation_term_label': 'hasDbXref', 'value': 'http://purl.org/sig/ont/fma/fma68443'}, {'term_ilx': 'ilx_0776147', 'term_label': 'Lacteal (TermSet)', 'annotation_term_ilx': 'ilx_0381360', 'annotation_term_label': 'hasDbXref', 'value': 'http://purl.obolibrary.org/obo/UBERON_0018410'}]",[]
ilx_0776337,ophthalmic nerve (TermSet),,,TermSet,0,[],"[{'curie': 'ILX:0776337', 'iri': 'http://uri.interlex.org/base/ilx_0776337', 'preferred': '1'}]",[],[],[],"[{'term_ilx': 'ilx_0776337', 'term_label': 'ophthalmic nerve (TermSet)', 'annotation_term_ilx': 'ilx_0381360', 'annotation_term_label': 'hasDbXref', 'value': 'http://uri.interlex.org/swanson/uris/neuroanatomical-terminology/terms/821'}, {'term_ilx': 'ilx_0776337', 'term_label': 'ophthalmic nerve (TermSet)', 'annotation_term_ilx': 'ilx_0381360', 'annotation_term_label': 'hasDbXref', 'value': 'http://purl.obolibrary.org/obo/UBERON_0000348'}, {'term_ilx': 'ilx_0776337', 'term_label': 'ophthalmic nerve (TermSet)', 'annotation_term_ilx': 'ilx_0381360', 'annotation_term_label': 'hasDbXref', 'value': 'http://purl.org/sig/ont/fma/fma52621'}]",[]
ilx_0776490,nasociliary nerve (TermSet),,,TermSet,0,[],"[{'curie': 'ILX:0776490', 'iri': 'http://uri.interlex.org/base/ilx_0776490', 'preferred': '1'}]",[],[],[],"[{'term_ilx': 'ilx_0776490', 'term_label': 'nasociliary nerve (TermSet)', 'annotation_term_ilx': 'ilx_0381360', 'annotation_term_label': 'hasDbXref', 'value': 'http://purl.obolibrary.org/obo/UBERON_0022300'}, {'term_ilx': 'ilx_0776490', 'term_label': 'nasociliary nerve (TermSet)', 'annotation_term_ilx': 'ilx_0381360', 'annotation_term_label': 'hasDbXref', 'value': 'http://uri.interlex.org/swanson/uris/neuroanatomical-terminology/terms/823'}, {'term_ilx': 'ilx_0776490', 'term_label': 'nasociliary nerve (TermSet)', 'annotation_term_ilx': 'ilx_0381360', 'annotation_term_label': 'hasDbXref', 'value': 'http://purl.org/sig/ont/fma/fma52668'}]",[]
ilx_0776494,Spinal trigeminal tract of medulla (TermSet),,,TermSet,0,[],"[{'curie': 'ILX:0776494', 'iri': 'http://uri.interlex.org/base/ilx_0776494', 'preferred': '1'}]",[],[],[],"[{'term_ilx': 'ilx_0776494', 'term_label': 'Spinal trigeminal tract of medulla (TermSet)', 'annotation_term_ilx': 'ilx_0381360', 'annotation_term_label': 'hasDbXref', 'value': 'http://uri.neuinfo.org/nif/nifstd/birnlex_1477'}, {'term_ilx': 'ilx_0776494', 'term_label': 'Spinal trigeminal tract of medulla (TermSet)', 'annotation_term_ilx': 'ilx_0381360', 'annotation_term_label': 'hasDbXref', 'value': 'http://purl.org/sig/ont/fma/fma72625'}, {'term_ilx': 'ilx_0776494', 'term_label': 'Spinal trigeminal tract of medulla (TermSet)', 'annotation_term_ilx': 'ilx_0381360', 'annotation_term_label': 'hasDbXref', 'value': 'http://purl.obolibrary.org/obo/UBERON_0002715'}]",[]
ilx_0776709,abdominal ganglion of visceral hump (TermSet),,,TermSet,0,[],"[{'curie': 'ILX:0776709', 'iri': 'http://uri.interlex.org/base/ilx_0776709', 'preferred': '1'}]",[],[],[],"[{'term_ilx': 'ilx_0776709', 'term_label': 'abdominal ganglion of visceral hump (TermSet)', 'annotation_term_ilx': 'ilx_0381360', 'annotation_term_label': 'hasDbXref', 'value': 'http://purl.obolibrary.org/obo/UBERON_0008964'}]",[]
ilx_0776818,Internal branch of superior laryngeal nerve (TermSet),,,TermSet,0,[],"[{'curie': 'ILX:0776818', 'iri': 'http://uri.interlex.org/base/ilx_0776818', 'preferred': '1'}]",[],[],[],"[{'term_ilx': 'ilx_0776818', 'term_label': 'Internal branch of superior laryngeal nerve (TermSet)', 'annotation_term_ilx': 'ilx_0381360', 'annotation_term_label': 'hasDbXref', 'value': 'http://purl.org/sig/ont/fma/fma6240'}, {'term_ilx': 'ilx_0776818', 'term_label': 'Internal branch of superior laryngeal nerve (TermSet)', 'annotation_term_ilx': 'ilx_0381360', 'annotation_term_label': 'hasDbXref', 'value': 'http://uri.interlex.org/swanson/uris/neuroanatomical-terminology/terms/984'}]",[]
ilx_0776820,Interthalamic adhesion (TermSet),,,TermSet,0,[],"[{'curie': 'ILX:0776820', 'iri': 'http://uri.interlex.org/base/ilx_0776820', 'preferred': '1'}]",[],[],[],"[{'term_ilx': 'ilx_0776820', 'term_label': 'Interthalamic adhesion (TermSet)', 'annotation_term_ilx': 'ilx_0381360', 'annotation_term_label': 'hasDbXref', 'value': 'http://purl.org/sig/ont/fma/fma74869'}, {'term_ilx': 'ilx_0776820', 'term_label': 'Interthalamic adhesion (TermSet)', 'annotation_term_ilx': 'ilx_0381360', 'annotation_term_label': 'hasDbXref', 'value': 'http://uri.interlex.org/swanson/uris/neuroanatomical-terminology/terms/1420'}, {'term_ilx': 'ilx_0776820', 'term_label': 'Interthalamic adhesion (TermSet)', 'annotation_term_ilx': 'ilx_0381360', 'annotation_term_label': 'hasDbXref', 'value': 'http://purl.obolibrary.org/obo/UBERON_0006681'}]",[]
